user_id,conv_style,conv_dominant_topic,topic_soporte_general,topic_tarjetas_fisicas,topic_credito_plazos,topic_gestion_cuenta,topic_escalacion_humano,topic_solicitud_credito,topic_canales_atencion,topic_cancelaciones,topic_productos_hey,topic_credito_auto,topic_cargos_disputas,topic_transferencias_app,conv_n_conversations,conv_n_interactions,conv_pct_voz
USR-00022,Goal-driven,solicitud_credito,0.00040420721607729187,0.0,0.0,0.0,0.10146047386877381,0.6950904295407663,0.20304488457823025,0.0,0.0,0.0,0.0,0.0,6,13,0.0
USR-00023,Passive,transferencias_app,0.0,0.0,0.0,0.0,0.0,0.021551296577575086,0.0557332806338446,0.044848290257518,0.0,0.0,0.0,0.8778671003753209,1,1,0.0
USR-00024,Goal-driven,tarjetas_fisicas,0.0,0.5883041161665903,0.0,0.0,0.41169587387359996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0
USR-00025,Goal-driven,solicitud_credito,0.1654712133107796,0.0,0.019666857413109307,0.0,0.0,0.7731808352938169,0.0,0.0399378838610794,0.0,0.0,0.0017432042148316437,0.0,2,5,0.0
USR-00026,Goal-driven,cancelaciones,0.0,0.08652064238339044,0.2624213639464779,0.0,0.0,0.04488271695985153,0.0653544018163728,0.34283869208321205,0.0,0.00939627212692578,0.07248666909003794,0.11609918472854273,1,1,0.0
USR-00027,Goal-driven,credito_plazos,0.00027184038035452015,0.0,0.546679674905895,0.0,0.008670511574258506,0.0,0.0,0.003542069226952026,0.0005883496963421766,0.0,0.44024754527765897,0.0,1,3,1.0
USR-00028,Support-seeking,escalacion_humano,0.0,0.0,0.0009257597955517347,0.0,0.6947992746093667,0.0,0.0,0.0314810370894077,0.0,0.0,0.08841350493333915,0.18438041018551718,1,4,0.0
USR-00029,Support-seeking,escalacion_humano,0.01630759048145151,0.0,0.1795949820097055,0.0,0.3477047164898905,0.00943411732092289,0.04011745598293949,0.0,0.0,0.006929137331389389,0.2059619822435049,0.1939499598370856,1,1,0.0
USR-00030,Passive,transferencias_app,0.45977822792897477,0.0067676502993860846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5334541136750967,1,5,0.0
USR-00031,Goal-driven,gestion_cuenta,0.010986199408216568,0.0,0.11760215202570827,0.602366189496695,0.0,0.02389695173262788,0.017659192755487038,0.11117005654957254,0.0,0.03469321549355036,0.0816260339137979,0.0,3,5,0.0
USR-00032,Goal-driven,tarjetas_fisicas,0.0,0.7877750939196952,0.0010132702153023857,0.0,0.030396412909714,0.0,0.0,0.0,0.0,0.0,0.09561439275898286,0.08520081645715859,1,4,0.0
USR-00033,Goal-driven,tarjetas_fisicas,0.005369556717601062,0.4931920246502613,0.0,0.0,0.06639177554241048,0.0027724795409595606,0.004837212762908776,0.0,0.0,0.028665691887364172,0.19165561314519916,0.20711563521196066,3,7,0.0
USR-00034,Support-seeking,cargos_disputas,0.004467403350086921,0.002496075882894425,0.26666280368854217,0.0,0.0,0.0,0.010141104964914521,0.03443604995165783,0.0,0.03903407091720666,0.5855256372520593,0.05723683691207633,1,3,0.0
USR-00035,Passive,transferencias_app,0.012281049655247376,0.041035863435961,0.03810740034719748,0.0,0.0,0.0,0.0,0.0,0.0208136869168593,0.0,0.2412404662050656,0.6465215181479668,1,1,0.0
USR-00036,Goal-driven,tarjetas_fisicas,0.0,0.5867860396832806,0.024943909746846026,0.0,0.18882922462735963,0.0,0.010332077186168867,0.0,0.0,0.0,0.18910872628640263,0.0,3,3,0.0
USR-00037,Support-seeking,escalacion_humano,0.0,0.0,0.0,0.06679989012195509,0.683101204833828,0.043995073749718394,0.008880295652466499,0.0,0.0,0.0,0.0,0.1972235203976553,1,3,0.0
USR-00038,Goal-driven,credito_auto,0.008831750612494993,0.02235933425970955,0.01885201945770756,0.0,0.008170303333595101,0.007680284763767423,0.004025681273443569,0.038473579156952986,0.0028570613101636046,0.8004768780638498,0.0415715618297047,0.046701533965238205,2,2,0.0
USR-00039,Support-seeking,soporte_general,0.6983432783471359,0.0,0.01681572885024022,0.0,0.0,0.0,0.0,0.12071327652289802,0.0,0.02664256601205821,0.061750522577294416,0.07573461765181447,1,3,0.0
USR-00040,Goal-driven,tarjetas_fisicas,0.17180794486865203,0.6027257680193419,0.0,0.0,0.0,0.0,0.0,0.028703120603049588,0.0,0.03654030818584124,0.0,0.16022285207197012,1,3,0.0
USR-00041,Support-seeking,canales_atencion,0.0008039957278589418,0.0,0.0099164004564341,0.0,0.0,0.33944084341350356,0.6498387493835376,0.0,0.0,0.0,0.0,0.0,1,1,0.0
USR-00042,Goal-driven,tarjetas_fisicas,0.0,0.5116708641073167,0.42717373137047954,0.0,0.04476563339152463,0.0,0.0,0.016389759711001192,0.0,0.0,0.0,0.0,1,1,0.0
USR-00043,Goal-driven,cancelaciones,0.01642116484448311,0.0,0.0868317970719229,0.0,0.18844772478545257,0.008437956660549013,0.024746751227381486,0.25571218795572076,0.0,0.04053644314132383,0.15313024586959442,0.22573571146379692,2,2,0.0
USR-00044,Goal-driven,credito_auto,0.006447540544208655,0.02813878930281209,0.0,0.0,0.0,0.0,0.311021730452587,0.0,0.025098792216543403,0.3945947322413226,0.0,0.23469840507310524,1,3,0.0
USR-00045,Goal-driven,credito_auto,0.018157493458245536,0.0,0.012941696351871052,0.0,0.09159964690798769,0.06700962390606718,0.0231914986540055,0.033776248060221885,0.0,0.4286859495475258,0.06929758353994628,0.2553402273584135,1,1,0.0
USR-00046,Support-seeking,canales_atencion,0.00634992523692238,0.0,0.034550143560671924,0.0,0.0,0.29223968223631447,0.5870522832167135,0.01601398612532291,0.0,0.008425695442012894,0.00685034786253516,0.04851792521289216,2,2,0.0
USR-00047,Passive,transferencias_app,0.005457532151238582,0.0851932272204113,0.02258550875999082,0.0,0.0,0.006480291243901656,0.0,0.08176081659092471,0.042928022159535915,0.0,0.05169900298559302,0.703895576260187,2,2,0.0
USR-00048,Goal-driven,cancelaciones,0.02459484777942622,0.0,0.09668532825717503,0.0,0.011536619792472814,0.010720141793909307,0.041867210859333225,0.2517359005266324,0.0,0.21847614338506255,0.13039278503959406,0.21399100965842796,2,2,0.0
USR-00049,Support-seeking,escalacion_humano,0.23406061595334765,0.0,0.1863464390245533,0.0,0.5795929363314217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0
USR-00050,Goal-driven,credito_auto,0.020157510130517132,0.08650838825106721,0.1805070241399991,0.0,0.0,0.061484432934044986,0.05061035259762267,0.14546930247919396,0.007749661176927939,0.2379211915372039,0.11405472585305165,0.0955373929951897,1,4,0.0
USR-00051,Goal-driven,gestion_cuenta,0.132704740074729,0.0,0.10791428602378356,0.3077794724990836,0.03436925290764065,0.10966783620857351,0.0173109468456467,0.0550824137863827,0.0,0.010763295936969473,0.20721073328477352,0.017197015181218085,4,7,0.0
USR-00052,Passive,transferencias_app,0.009788085065014059,0.09521671628775362,0.004977323480091191,0.0,0.0,0.30740277946421507,0.016513635472190914,0.12232673984453718,0.01265457321789023,0.06724869482238716,0.048319965344487056,0.31555147287561974,1,3,0.0
USR-00053,Passive,transferencias_app,0.002734433111145939,0.0,0.0,0.05540928185008203,0.41226905637083305,0.021553848186847427,0.006262772579064168,0.0,0.0,0.007093701584566542,0.01926566304864007,0.4754112323030175,1,1,1.0
USR-00054,Goal-driven,cancelaciones,0.026160728430346645,0.0,0.1041819215297631,0.0,0.021896352831725193,0.009191563147013157,0.010201063551584353,0.2652458966094389,0.009411343881012836,0.09237043515805024,0.2147159176172281,0.2466247578177922,1,3,0.0
USR-00055,Goal-driven,credito_plazos,0.0,0.0,0.9654633839716836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034536599187782936,1,1,0.0
USR-00056,Goal-driven,credito_plazos,0.0,0.0,0.539641566920729,0.4603584261321188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.0
USR-00057,Passive,transferencias_app,0.00878277989626623,0.05402363577362355,0.10571074074549096,0.0,0.0,0.05265339272551772,0.025221715334585167,0.1647142881479067,0.028481050458275526,0.013815490277503381,0.005125588472581708,0.5414713029688225,1,3,0.0
USR-00058,Goal-driven,tarjetas_fisicas,0.0027320976299361286,0.6909878010483549,0.02179068263894473,0.0,0.0,0.00981582775637287,0.0018531937071446735,0.11140621367605422,0.0025682685273742535,0.0341158925282291,0.0,0.12473001669548443,2,2,0.0
USR-00059,Goal-driven,solicitud_credito,0.0,0.02298009708792725,0.0,0.0,0.0,0.8481575026311942,0.0,0.0,0.039863219607557974,0.032124113061088505,0.05687505060076854,0.0,1,1,0.0
USR-00060,Passive,transferencias_app,0.024092233316166615,0.0,0.20186513747248103,0.0,0.0,0.09991994576266401,0.04406389066888685,0.14226327123503257,0.0,0.0,0.10615174290508937,0.38164373977274924,1,1,0.0
USR-00061,Support-seeking,escalacion_humano,0.004575782881674925,0.0,0.009708351478857548,0.0,0.7425943642047157,0.0,0.0,0.0,0.0,0.0,0.11311925262981015,0.1300022350109354,1,3,0.0
USR-00062,Goal-driven,tarjetas_fisicas,0.0041176730748498855,0.6414216136559655,0.03063134157182635,0.0,0.0,0.012475439967601247,0.0032915503628218592,0.07878598304821864,9.54509050871448e-05,0.07939400038422408,0.02886846609417675,0.12091846777474317,3,3,0.0
USR-00063,Support-seeking,soporte_general,0.4600540353984658,0.00261173700272789,0.0,0.0,0.0,0.0,0.2211258560170489,0.02658051246754015,0.0,0.010441017876394624,0.0,0.27918683379609255,1,7,0.0
USR-00064,Support-seeking,escalacion_humano,0.0,0.0,0.0,0.0,0.9323216593839695,0.0,0.057514441155313456,0.0,0.0,0.0,0.0,0.010163883264848106,2,2,0.0
USR-00065,Passive,transferencias_app,0.014001699549587908,0.0,0.023918238778103344,0.0,0.22061990133801168,0.0953305646153931,0.03825698871280974,0.02938711655961324,0.0,0.21019407509470556,0.08715835877250457,0.2811330033678424,1,1,0.0
USR-00066,Support-seeking,cargos_disputas,0.0,0.15871308106979834,0.0003397819363089775,0.0,0.04164752603667914,0.0,0.0,0.020782134506330253,0.004877638890524503,0.0,0.773639830342818,0.0,3,3,0.0
USR-00067,Passive,transferencias_app,0.0,0.04981866429620099,0.0,0.0,0.0,0.0,0.003949607082989819,0.0,0.0,0.0,0.0,0.9462317142307732,2,2,0.0
USR-00068,Support-seeking,escalacion_humano,0.2792539503324724,0.0,0.00526134291605122,0.016932683141568854,0.6436354496431,0.0,0.0,0.0,0.0,0.007639770241908515,0.008346432794335425,0.03893036218835112,1,13,0.0
USR-00069,Goal-driven,tarjetas_fisicas,0.01534023082916256,0.38023006321770464,0.10218345914543565,0.0,0.14888707445355376,0.004901070157200449,0.03926880647955139,0.05073663830228924,0.0,0.0,0.19181854883560218,0.06663408861998993,1,6,0.0
USR-00070,Support-seeking,cargos_disputas,0.0,0.0,0.03696034748327092,0.0,0.023800401213748344,0.0,0.0,0.0,0.0,0.0,0.8555106827143234,0.08372855397597788,1,1,0.0
USR-00071,Passive,transferencias_app,0.0,0.0,0.06778513481762277,0.0,0.0,0.037093103195227774,0.055906771832635795,0.051796837873549446,0.0,0.0,0.0,0.7874181066566868,1,1,0.0
USR-00072,Goal-driven,credito_plazos,0.011638522791764453,0.015987272914464355,0.43478185941125924,0.0,0.30019842412795655,0.0,0.008747098977181048,0.016260469892971842,0.012969415275313364,0.0,0.15024350029058156,0.04917338414909406,2,2,0.0
USR-00073,Support-seeking,cargos_disputas,0.0,0.0,0.07548680431780085,0.0,0.009216977619445467,0.0,0.011782472050773686,0.0,0.0,0.051034068756767664,0.7806039253564642,0.07187573536802803,1,1,0.0
USR-00074,Passive,transferencias_app,0.0,0.03555375888115245,0.0,0.0,0.0,0.0,0.0,0.0,0.4632626540148002,0.0,0.0,0.5011835753471372,2,2,0.0
USR-00075,Support-seeking,cargos_disputas,0.039160412706663955,0.0,0.06805152000319747,0.016225266646248498,0.288541954435581,0.0,0.0,0.0,0.0,0.0,0.5167697459022308,0.07125105311760722,1,1,0.0
USR-00076,Goal-driven,credito_plazos,0.019658286252859977,0.0,0.49504605345961206,0.0,0.0,0.005738908025829671,0.012983037942185085,0.17034901479823233,0.026719331290771246,0.04459928953815462,0.11660934054159801,0.1082967266665779,2,5,0.0
USR-00077,Goal-driven,tarjetas_fisicas,0.2768887369037506,0.4614272780959291,0.015040611317017989,0.0,0.018103412532685062,0.08863494628243294,0.017913540238303934,0.1009394868739955,0.0,0.021051981614087646,0.0,0.0,2,6,0.0
USR-00078,Goal-driven,tarjetas_fisicas,0.25494108731176546,0.3271411837360985,0.012123289994606002,0.011575117784169099,0.0,0.12081697898279803,0.0,0.0,0.0014296533679010034,0.0,0.0002781789853807374,0.27169450410542206,2,9,0.0
USR-00079,Passive,transferencias_app,0.0,0.0,0.0,0.0,0.0,0.021551296577575086,0.0557332806338446,0.044848290257518,0.0,0.0,0.0,0.8778671003753209,1,1,0.0
USR-00080,Goal-driven,credito_plazos,0.012181203646687204,0.04823186810342906,0.3751131544075405,0.0,0.15643078907956326,0.0,0.019976355914790928,0.13939127188969277,0.0017975211783127802,0.008473668700001782,0.238404146656337,0.0,1,3,0.0
USR-00081,Goal-driven,solicitud_credito,0.0,0.008425952827335513,0.0,0.0,0.0,0.9373782157887979,0.0,0.0,0.0213427612322437,0.0016771860824601463,0.031175871861862527,0.0,1,1,0.0
USR-00082,Passive,transferencias_app,0.0,0.0,0.035273618217590196,0.0,0.004717666575029429,0.0,0.0,0.0,0.0,0.0,0.0740750907870802,0.8859336105382826,1,1,0.0
USR-00083,Support-seeking,cargos_disputas,0.0,0.0,0.2773996767904921,0.0,0.0,0.0,0.0011371682033729088,0.022867095357775757,7.871038334797765e-06,0.0,0.5775374820586745,0.121050700661843,4,7,0.0
USR-00084,Passive,transferencias_app,0.0071566317730830465,0.0,0.15258258928715662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2436819428871755,0.5965788225532682,3,13,0.0
USR-00085,Goal-driven,credito_plazos,0.0,0.0,0.511236374415425,0.0,0.020144739103255267,0.0,0.018899792653180758,0.15681467852050174,0.0,0.0,0.04385914202528806,0.24904525832429003,1,3,0.0
USR-00086,Goal-driven,cancelaciones,0.015697523887843613,0.0,0.13456758710472425,0.0,0.027107726792095825,0.05485897064935444,0.03724835931335047,0.36215891190079474,0.0,0.09082214180704973,0.055315022390055715,0.22222373678840654,1,4,0.0
USR-00087,Passive,transferencias_app,0.0,0.33260160873779276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6673983836322478,2,2,0.0
USR-00088,Goal-driven,credito_plazos,0.0006064320018182451,0.02498943052386968,0.8908770404577441,0.0,0.0,0.0,0.0,0.0,0.047954812523823644,0.0,0.03557225971210889,0.0,1,3,0.0
USR-00089,Support-seeking,cargos_disputas,0.32870091407358265,0.0,0.038766348938855395,0.0,0.0,0.0,0.0,0.026364841766789254,0.0,0.0,0.5649008408691776,0.04126704115329944,1,4,0.0
USR-00090,Goal-driven,credito_auto,0.004338409116386792,0.0,0.0004000689891145102,0.0,0.0,0.20179427873584654,0.0,0.018060953895113845,0.0,0.7539356990436464,0.0063727999097412166,0.015097784314490917,1,4,0.0
USR-00091,Support-seeking,soporte_general,0.690136825429935,0.010124740205375142,0.0930042016635085,0.0,0.0,0.01641224102394917,0.017386911476413903,0.08769765110490123,0.0,0.007054053987823378,0.07818336529217776,0.0,1,3,0.0
USR-00092,Goal-driven,tarjetas_fisicas,0.0,0.6109655370326302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13063628557426613,0.25839816695463474,2,2,0.0
USR-00093,Goal-driven,credito_plazos,0.0,0.01689533599523861,0.9817663248183556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013383205562707925,0.0,1,1,0.0
USR-00094,Passive,transferencias_app,0.33421831498310095,0.07299749284832864,0.0,0.0,0.0,0.0,0.0,0.005493194581217993,0.0,0.0,0.0,0.5872909878877042,2,6,0.0
USR-00095,Goal-driven,cancelaciones,0.05787615786391046,0.0,0.12394782115850123,0.0,0.0,0.02178854038480307,0.0,0.45185458926160577,0.03033116787465989,0.0,0.0,0.31420171772911587,3,11,0.0
USR-00096,Goal-driven,cancelaciones,0.009292197341699537,0.019825174797662704,0.08265381000506485,0.0,0.09853736766251633,0.1485356745243717,0.042362351483834125,0.28248405510092733,0.0,0.03517099733070111,0.21127143442268975,0.06986687296715391,1,1,0.0
USR-00097,Goal-driven,solicitud_credito,0.0,0.0,0.0451161908479998,0.0,0.0,0.9300815930349575,0.02480220751714685,0.0,0.0,0.0,0.0,0.0,1,1,0.0
USR-00098,Support-seeking,soporte_general,0.545212158785203,0.0,0.42524185552876964,0.0,0.014572839530119524,0.001880075395895494,0.0023994966907613835,0.0,0.0,0.010693560395505532,0.0,0.0,1,4,0.0
USR-00099,Support-seeking,soporte_general,0.6136087711964895,0.07158925423413551,0.0,0.0,0.3148019682998978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0.0
USR-00100,Goal-driven,credito_plazos,0.0,0.0,0.8144932486704278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16182198772744036,0.02368474767851016,2,2,0.0
USR-00101,Goal-driven,credito_plazos,0.0,0.05790054088918328,0.49209371077951314,0.0,0.45000574119348014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0
USR-00102,Goal-driven,solicitud_credito,0.005937101615368511,0.021564515386693957,0.026142680831563448,0.0,0.005757396892743219,0.3006173309141173,0.2665711860033743,0.013042354083470958,0.0,0.1338732743764778,0.025761458933361073,0.20073269249798736,1,4,0.0
USR-00103,Goal-driven,credito_auto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999929353018,0.0,0.0,1,3,0.0
USR-00104,Goal-driven,solicitud_credito,0.013413599207819881,0.0,0.14347493983533324,0.0,0.0,0.42453593404762197,0.040790201308324406,0.0,0.0,0.008970998275437589,0.20625478090629915,0.16255952841085194,1,3,0.0
USR-00105,Goal-driven,credito_auto,0.023417441039573935,0.0,0.1604796391530704,0.0,0.04175374220269595,0.08633786896765183,0.03518210389535245,0.022017614861965632,0.0,0.2472295680005376,0.20206386576233562,0.18151813314736062,1,1,0.0
USR-00106,Exploratory,productos_hey,0.0,0.01916186584023527,0.0,0.0,0.0,0.0,0.0,0.0,0.739494395357273,0.0,0.0,0.24134373137518386,1,1,0.0
USR-00107,Passive,transferencias_app,0.01759024870237732,0.0,0.24276839907161862,0.0,0.08021958900249837,0.018144156391733286,0.027903436525751255,0.03393233366433732,0.0,0.0182092497426284,0.2624131039612185,0.29881945379381186,1,3,0.0
USR-00108,Passive,transferencias_app,0.015176596050437068,0.0334746774320422,0.2044566190982466,0.0,0.050193438089019035,0.015661729334319564,0.019655545792591538,0.14805339918483093,0.0,0.05642755241588545,0.20875708390816866,0.2481433341678871,2,2,0.0
USR-00109,Goal-driven,solicitud_credito,0.015685518963181874,0.009988035696517355,0.07918537576375961,0.0,0.0,0.4987653541828087,0.021294321219786402,0.14826348512292642,0.0,0.10734600122052576,0.03507158407174504,0.0844003151784638,1,3,0.0
USR-00110,Goal-driven,credito_plazos,0.05337112982409964,0.0,0.3982116258100138,0.0,0.015005290247903043,0.021563833307927917,0.022136258842211834,0.10705164043200567,0.0,0.21999309047553475,0.041510351738460446,0.12115671309826301,2,2,0.0
USR-00111,Goal-driven,gestion_cuenta,0.1485187761007941,0.020647920910843737,0.09086472716998589,0.7199217655724591,0.0,0.0,0.0,0.0,0.0012344210426892732,0.0,0.0,0.01881238495222234,3,5,0.0
USR-00112,Support-seeking,escalacion_humano,0.05954655588203669,0.0,0.0,0.0,0.8983538468991791,0.024769044664363506,0.0,0.0,0.017330518771954424,0.0,0.0,0.0,1,1,0.0
USR-00113,Passive,transferencias_app,0.010629654975801017,0.0,0.18219012029812634,0.0,0.014878589731746675,0.0,0.013656967916903708,0.2760636127147859,0.0,0.05260968337423257,0.1524552956103684,0.2975160569664619,1,1,0.0
USR-00114,Support-seeking,soporte_general,0.48963934566925116,0.0,0.07823239223988836,0.0,0.0,0.012928266054680749,0.02616446105957564,0.06492215577233507,0.0,0.18944679288247923,0.06623550779675087,0.07243106662470308,1,3,0.0
USR-00115,Goal-driven,gestion_cuenta,0.0011168622177324672,0.0,0.36035595402940346,0.536612877865647,0.048322354234365344,0.0016665466492041111,0.0,0.0,0.0,0.01846316773561251,0.0334622244872932,0.0,1,5,1.0
USR-00116,Support-seeking,soporte_general,0.4463502709212693,0.009654325168050877,0.0,0.0,0.0,0.0,0.0,0.3792506065646174,0.0,0.0,0.0,0.16474479105116863,1,5,0.0
USR-00117,Goal-driven,credito_plazos,0.21503256626018874,0.0,0.7377821999359365,0.0,0.0,0.0,0.0,0.030776438979345046,0.0,0.0,0.01640878494754639,0.0,2,6,0.5
USR-00118,Goal-driven,gestion_cuenta,0.0,0.11010507535006649,0.2340897258892726,0.4459237063929313,0.0,0.14238649617620658,0.0,0.0,0.0,0.0,0.06749499231511345,0.0,8,8,0.0
USR-00119,Passive,transferencias_app,0.002660182371648109,0.0,0.0,0.3345626749877317,0.11761617292951375,0.0013649747570332025,0.001404379956803038,0.030308012334861783,0.0,0.0,0.033749808006473155,0.47833378827014317,3,8,1.0
USR-00120,Support-seeking,cargos_disputas,0.003675763473380709,0.0,0.16549644360604085,0.0,0.0,0.006109928939747457,0.09327415772507688,0.01776337180843493,0.0,0.2890034318096588,0.3772085090501975,0.04746838662988241,3,15,0.0
USR-00121,Passive,transferencias_app,0.0,0.035008708596477235,0.0,0.0,0.0,0.0,0.0,0.0,0.47452154447854217,0.0,0.0,0.49046973581497266,2,2,0.0
USR-00122,Goal-driven,credito_auto,0.003092746403229579,0.08532986249620218,0.1344634370492052,0.0,0.0,0.03593568567260508,0.06496752930738148,0.14363741694244747,0.030718067025089602,0.35724000721303556,0.03538720723363175,0.10922802190756384,1,3,0.0
USR-00123,Goal-driven,credito_plazos,0.01117590895320204,0.02744668380217505,0.6041968795527488,0.0,0.006478089064271866,0.0,0.030817445284615733,0.1462816448204629,0.0,0.0,0.13427517657603913,0.03932814734004593,2,2,0.0
USR-00124,Passive,transferencias_app,0.004993176057271008,0.12344231681002543,0.05452199712183679,0.0,0.0,0.016878906249085345,0.023479398275918873,0.020057592446683186,0.030068895284172992,0.0,0.017660092194758267,0.7088976105240136,1,1,0.0
USR-00125,Passive,transferencias_app,0.004835266790792415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006756131409247755,0.0,0.16527951013067474,0.823129069151445,1,3,0.0
USR-00126,Passive,transferencias_app,0.004964042516913166,0.0730436282961836,0.0,0.0,0.0,0.0,0.0178147942426975,0.03221038380306483,0.013915832694125444,0.012074786999989456,0.0,0.8459765207176406,3,3,0.0
USR-00127,Passive,transferencias_app,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09184018369980868,0.0,0.0,0.0,0.9081598075791218,1,3,0.0
